YEAR,DESCRIPTION,WEIGHT,UNITS,1,2,3,4,5,6,7,8,9,10,11,12
2015,NATURAL,700,12,0,1,0,1,0,0,0,0,0,0,0,0
2015,NATURAL,1,12,0,1,0,0,0,0,0,0,0,0,0,0
2015,SWEET,750,12,0,0,1,0,0,0,0,0,0,0,0,0
2015,NATURAL,1,12,9,8,4,4,7,4,9,5,8,15,14,8
2015,NATURAL,700,12,15,14,30,42,27,31,28,14,15,12,18,16
2015,NATURAL,1,12,20,23,34,34,32,40,24,35,48,21,21,27
2015,NATURAL,200,24,1,1,2,2,1,4,4,2,2,1,2,2
2015,SWEET,750,12,9,4,2,0,7,0,2,4,6,2,7,4
2015,SALTED,750,12,2,1,3,4,8,1,9,15,20,6,4,5
2015,SWEET,750,12,0,1,1,1,3,2,0,1,1,0,0,5
2015,SALTED,750,12,1,0,0,3,7,4,3,2,4,0,6,0
2016,NATURAL,700,12,6,9,5,4,3,5,9,16,19,32,24,7
2016,NATURAL,1,12,9,16,11,7,12,3,1,9,5,5,17,9
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,0,0,0,1
2015,NATURAL,700,12,15,33,7,6,13,13,13,18,4,24,17,14
2015,NATURAL,1,12,38,25,38,29,26,30,35,26,30,39,17,37
2015,NATURAL,200,24,1,1,0,2,1,2,0,1,7,1,1,1
2015,SWEET,750,12,1,0,2,2,1,2,2,2,5,2,0,5
2015,SALTED,750,12,2,1,0,1,1,5,0,4,10,4,3,3
2015,NATURAL,700,12,9,8,8,15,14,18,10,16,9,9,13,44
2015,NATURAL,1,12,12,8,14,9,13,15,11,9,8,17,14,19
2015,NATURAL,200,24,3,4,6,6,3,2,5,9,2,1,2,2
2015,SWEET,750,12,14,7,5,2,1,14,3,3,4,4,4,6
2015,SALTED,750,12,0,1,0,2,3,0,2,9,18,8,7,24
2015,NATURAL,700,12,12,7,9,22,19,27,13,20,9,10,10,20
2015,NATURAL,1,12,11,9,9,10,9,11,8,4,15,26,12,27
2015,NATURAL,200,24,0,0,0,0,0,5,0,0,0,0,0,0
2015,SWEET,750,12,2,0,0,1,1,2,0,1,5,1,2,4
2015,SALTED,750,12,0,0,0,0,0,0,0,14,8,2,3,0
2015,NATURAL,700,12,39,28,38,43,67,66,67,98,52,64,50,70
2015,NATURAL,1,12,31,31,30,42,49,81,33,32,49,44,35,40
2015,NATURAL,200,24,4,9,13,29,73,63,35,49,23,17,17,15
2015,SWEET,750,12,18,2,3,6,4,9,2,7,9,2,11,24
2015,SALTED,750,12,2,0,0,3,1,0,3,18,17,15,14,23
2015,NATURAL,700,12,26,18,28,12,29,25,24,53,20,26,8,39
2015,NATURAL,1,12,18,15,14,10,6,11,8,27,11,9,10,14
2015,NATURAL,200,24,1,0,0,1,0,0,0,0,0,0,0,1
2015,SWEET,750,12,2,2,1,2,7,18,1,13,4,4,3,5
2015,SALTED,750,12,2,3,5,3,1,4,0,32,0,15,1,1
2015,NATURAL,700,12,50,59,44,55,22,35,47,52,46,49,31,37
2015,NATURAL,1,12,26,25,23,20,31,19,31,21,27,39,30,35
2015,SWEET,750,12,2,9,0,0,0,8,2,2,4,3,3,7
2015,SALTED,750,12,4,1,4,1,3,3,0,18,15,7,6,15
2015,NATURAL,700,12,58,42,48,99,123,82,54,62,68,66,53,78
2015,NATURAL,1,12,41,37,37,52,50,62,53,51,49,52,62,48
2015,NATURAL,200,24,0,3,2,3,1,6,0,2,5,5,7,0
2015,SWEET,750,12,2,0,2,2,4,8,8,4,4,1,4,14
2015,SALTED,750,12,2,1,4,2,5,6,8,22,18,18,18,16
2015,NATURAL,700,12,19,16,30,19,46,37,36,85,25,23,27,33
2015,NATURAL,1,12,34,36,40,40,43,47,79,62,52,44,49,41
2015,NATURAL,200,24,1,3,22,12,6,3,16,2,4,6,2,2
2015,SWEET,750,12,4,3,1,2,1,7,3,5,11,5,1,20
2015,SALTED,750,12,1,2,0,0,1,4,3,16,10,18,8,12
2016,SWEET,750,12,0,0,2,2,0,0,3,1,1,4,1,3
2016,SALTED,750,12,2,0,0,0,0,3,2,2,1,1,3,1
2017,NATURAL,700,12,5,6,9,10,6,7,6,4,7,7,6,6
2017,NATURAL,1,12,6,14,10,3,1,6,7,8,8,3,5,8
2015,NATURAL,700,12,13,27,46,20,14,15,13,21,7,4,13,49
2015,NATURAL,1,12,17,13,11,20,10,11,16,2,7,6,12,9
2015,NATURAL,200,24,3,0,0,0,0,0,0,0,0,5,0,0
2015,SWEET,750,12,0,0,1,0,1,4,0,1,0,1,2,3
2015,SALTED,750,12,0,1,2,0,3,2,6,5,8,14,0,2
2015,NATURAL,700,12,11,33,12,11,1,6,7,16,11,5,13,14
2015,NATURAL,1,12,42,38,34,39,34,46,31,34,24,32,28,56
2015,NATURAL,200,24,8,0,4,16,0,0,10,0,1,7,3,0
2015,SWEET,750,12,3,5,3,5,1,7,2,4,5,0,5,10
2015,SALTED,750,12,0,2,1,7,4,3,3,30,24,16,16,44
2015,NATURAL,700,12,0,2,3,3,0,5,2,4,7,5,2,2
2015,NATURAL,1,12,4,3,0,1,0,3,1,3,2,1,3,1
2015,NATURAL,200,24,1,0,0,0,0,0,0,0,0,0,0,0
2015,SWEET,750,12,0,0,0,0,1,1,0,0,0,1,2,1
2015,SALTED,750,12,0,0,0,0,0,0,0,0,1,0,1,0
2015,NATURAL,700,12,6,7,14,23,29,10,14,8,14,16,13,34
2015,NATURAL,1,12,32,25,21,25,33,22,8,10,19,36,21,22
2015,NATURAL,200,24,1,2,2,1,2,0,0,0,12,6,13,15
2015,SWEET,750,12,1,0,3,2,7,0,0,4,1,3,0,5
2015,SALTED,750,12,1,1,3,1,6,9,5,4,2,2,3,3
2015,NATURAL,700,12,19,7,15,31,53,39,20,10,16,18,11,39
2015,NATURAL,1,12,9,21,13,22,8,19,7,10,28,13,20,27
2015,NATURAL,200,24,1,11,18,15,8,0,0,0,0,0,0,0
2015,SWEET,750,12,5,1,3,8,3,9,3,0,2,6,1,17
2015,SALTED,750,12,9,6,1,8,22,5,8,11,14,24,9,35
2015,NATURAL,700,12,3,3,3,3,0,9,3,9,3,1,1,3
2015,NATURAL,1,12,2,3,10,3,9,2,5,1,5,8,7,4
2015,NATURAL,200,24,0,0,0,1,1,0,0,0,0,0,0,0
2015,SWEET,750,12,0,1,0,0,0,0,0,0,0,0,0,1
2015,SALTED,750,12,0,9,0,0,6,0,1,1,0,3,1,2
2017,NATURAL,200,24,0,0,0,1,2,6,0,1,0,1,0,0
2017,SWEET,750,12,0,8,0,1,0,0,1,2,1,0,1,2
2017,SALTED,750,12,2,1,0,0,0,0,1,0,2,2,0,0
2017,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2018,NATURAL,700,12,6,3,2,10,7,2,3,5,4,2,3,3
2015,NATURAL,700,12,23,22,32,17,17,32,12,16,19,19,22,17
2015,NATURAL,1,12,26,17,17,24,21,10,28,8,9,36,21,23
2015,NATURAL,200,24,0,13,10,24,2,12,8,42,4,0,32,2
2015,SWEET,750,12,35,5,8,3,3,8,3,7,8,4,16,25
2015,SALTED,750,12,32,5,6,3,5,5,8,32,8,15,28,21
2015,NATURAL,700,12,9,4,7,6,11,15,5,7,9,12,8,22
2015,NATURAL,1,12,19,22,16,20,28,16,25,16,13,8,17,24
2015,SWEET,750,12,13,4,4,3,0,1,2,1,0,5,1,3
2015,NATURAL,700,12,35,9,49,57,32,21,24,37,50,79,29,57
2015,NATURAL,1,12,18,22,13,27,33,10,26,17,48,34,55,21
2015,NATURAL,200,24,0,0,14,0,2,1,1,2,1,6,23,0
2015,SWEET,750,12,33,8,1,5,6,19,1,6,8,11,4,17
2015,SALTED,750,12,16,1,1,0,5,2,5,46,30,30,9,18
2015,NATURAL,700,12,40,31,32,40,50,44,47,41,45,22,45,68
2015,NATURAL,1,12,48,44,53,52,77,49,55,28,52,41,30,56
2015,NATURAL,200,24,0,0,0,2,2,1,0,0,0,0,0,0
2015,SWEET,750,12,1,0,2,1,5,6,1,7,0,0,4,18
2015,SALTED,750,12,0,1,4,3,10,4,9,28,5,8,7,7
2015,NATURAL,700,12,7,13,22,19,24,26,4,19,8,9,19,23
2015,NATURAL,1,12,38,31,40,31,25,27,14,35,35,32,32,36
2015,NATURAL,200,24,0,0,0,0,0,0,0,0,0,6,1,1
2015,SWEET,750,12,5,3,3,5,1,8,5,3,19,9,15,19
2015,SALTED,750,12,2,9,4,1,9,3,3,26,23,12,25,13
2015,NATURAL,700,12,25,11,28,41,31,13,24,19,14,18,22,36
2015,NATURAL,1,12,18,13,34,53,17,6,18,22,15,21,17,18
2015,NATURAL,200,24,7,5,6,6,2,11,0,0,2,2,5,0
2015,SWEET,750,12,0,0,0,2,1,1,0,0,3,2,0,10
2015,SALTED,750,12,1,0,0,1,1,0,4,25,15,5,9,5
2015,BITTER,750,12,0,2,15,10,29,11,1,0,0,0,0,0
2015,NATURAL,700,12,8,18,13,4,6,13,19,11,21,6,19,23
2015,NATURAL,1,12,6,1,15,4,2,3,3,12,21,26,17,0
2015,NATURAL,200,24,0,0,0,0,0,0,0,0,0,0,0,1
2015,SWEET,750,12,1,0,0,3,1,0,1,2,0,1,0,6
2015,SALTED,750,12,18,0,1,0,7,3,0,1,3,9,5,2
2018,NATURAL,1,12,4,3,7,3,5,2,2,4,8,7,4,13
2018,NATURAL,200,24,4,0,8,0,0,0,1,0,9,1,0,1
2018,SWEET,750,12,0,2,0,2,1,1,2,1,0,0,1,1
2018,SALTED,750,12,0,0,1,5,1,1,2,0,0,2,0,1
2015,NATURAL,700,12,1,4,1,9,7,4,5,10,8,1,22,5
2015,NATURAL,1,12,3,39,5,1,4,3,19,31,28,20,9,26
2015,SWEET,750,12,2,1,2,2,3,5,1,8,6,1,3,18
2015,SALTED,750,12,0,0,0,1,0,0,2,11,28,12,9,11
2015,BITTER,750,12,1,3,0,3,0,1,2,0,0,0,0,0
2015,NATURAL,700,12,11,5,9,7,9,15,11,2,2,1,8,5
2015,NATURAL,1,12,11,4,4,5,6,3,4,4,2,2,4,14
2015,SWEET,750,12,4,1,2,3,5,2,1,5,0,1,1,3
2015,SALTED,750,12,0,1,1,1,0,0,0,0,5,2,4,3
2015,NATURAL,700,12,35,26,28,41,50,40,51,33,47,46,35,41
2015,NATURAL,1,12,1,3,34,38,43,27,42,17,41,45,42,30
2015,NATURAL,200,24,5,0,2,5,4,2,0,1,2,0,5,7
2015,SWEET,750,12,2,1,5,2,4,19,2,7,18,2,9,26
2015,SALTED,750,12,3,1,4,2,6,5,2,30,16,20,12,21
2015,NATURAL,700,12,12,9,7,15,16,6,23,10,33,14,5,9
2015,NATURAL,1,12,11,14,12,12,13,5,11,16,5,9,12,9
2015,NATURAL,200,24,0,0,0,3,4,7,2,6,6,7,3,0
2015,SWEET,750,12,1,0,0,0,0,1,1,1,0,0,1,1
2015,SALTED,750,12,4,0,0,0,0,0,0,0,0,0,0,0
2015,NATURAL,700,12,11,0,1,5,11,11,11,5,4,19,6,5
2015,NATURAL,1,12,1,16,11,3,8,15,10,17,5,10,3,13
2015,NATURAL,200,24,0,0,1,4,0,0,1,3,0,1,1,0
2015,SWEET,750,12,0,2,1,4,3,6,1,7,1,1,2,6
2015,SALTED,750,12,2,0,1,1,6,2,5,6,10,6,6,10
2015,NATURAL,700,12,25,35,35,26,58,47,32,33,25,32,20,32
2015,NATURAL,1,12,39,67,37,36,39,45,24,40,33,55,30,30
2015,NATURAL,200,24,0,1,8,3,10,8,7,8,5,0,4,11
2015,SWEET,750,12,4,14,3,3,3,5,5,5,11,7,11,30
2015,SALTED,750,12,1,19,1,4,19,3,8,14,16,26,3,21
2015,NATURAL,700,12,1,8,7,19,14,5,15,10,11,10,5,15
2015,NATURAL,1,12,10,6,12,10,16,7,13,9,9,9,7,27
2015,NATURAL,200,24,0,1,0,0,0,0,0,7,1,7,0,8
2015,SWEET,750,12,0,0,0,0,0,0,0,0,0,1,0,0
2015,NATURAL,700,12,10,13,10,12,13,28,13,10,23,11,29,27
2015,NATURAL,1,12,18,25,17,18,28,20,30,19,26,17,23,9
2015,NATURAL,200,24,4,2,1,0,1,1,0,3,4,1,3,0
2015,SWEET,750,12,5,4,1,4,1,1,0,2,2,3,15,15
2015,SALTED,750,12,3,1,2,1,3,3,3,4,2,0,7,3
2015,NATURAL,700,12,3,1,4,5,5,3,2,2,1,4,2,1
2015,NATURAL,1,12,2,1,3,0,1,4,3,1,3,1,4,2
2015,NATURAL,700,12,125,44,138,58,112,88,50,95,59,57,54,113
2015,NATURAL,1,12,174,30,37,63,46,45,34,55,54,68,46,38
2015,NATURAL,200,24,2,6,12,4,9,4,6,24,12,22,18,48
2015,SWEET,750,12,31,7,7,6,4,17,6,13,14,3,25,20
2015,SALTED,750,12,38,5,5,1,3,9,12,29,21,25,18,10
2015,NATURAL,700,12,0,0,0,3,78,38,33,28,17,18,29,20
2015,NATURAL,1,12,0,0,0,28,28,17,15,17,28,19,15,12
2015,NATURAL,200,24,0,0,0,0,1,7,5,5,7,3,1,2
2015,SWEET,750,12,0,0,0,1,19,10,7,32,12,16,11,16
2015,SALTED,750,12,0,0,0,1,7,7,38,20,36,44,33,47
2015,NATURAL,700,12,0,0,0,0,0,0,0,0,0,0,37,16
2015,NATURAL,1,12,0,0,0,0,0,0,0,0,0,0,34,15
2015,NATURAL,200,24,0,0,0,0,0,0,0,0,0,0,0,7
2015,SWEET,750,12,0,0,0,0,0,0,0,0,0,0,0,7
2015,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,4,37
2018,SOUR,750,12,0,0,0,0,0,0,0,0,1,0,0,0
2015,NATURAL,700,12,8,5,6,5,9,8,12,3,2,4,5,7
2016,NATURAL,700,12,0,16,19,12,6,30,15,28,4,5,0,16
2016,NATURAL,1,12,10,8,12,19,6,14,19,4,5,17,11,13
2016,NATURAL,200,24,0,5,0,1,0,0,0,0,0,0,0,0
2016,SWEET,750,12,0,0,0,0,0,0,0,0,2,1,0,1
2016,SALTED,750,12,0,1,2,0,0,0,2,0,0,1,0,8
2016,NATURAL,700,12,6,15,13,14,42,45,16,25,35,18,11,15
2016,NATURAL,1,12,3,0,3,5,15,16,9,11,10,5,12,8
2016,NATURAL,200,24,2,0,0,0,1,3,0,0,4,0,0,0
2016,SWEET,750,12,2,6,1,2,6,3,1,3,1,2,2,14
2016,SALTED,750,12,0,1,0,14,14,9,3,7,11,23,6,45
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,3,2,24
2016,NATURAL,700,12,27,34,78,42,42,56,60,19,57,18,24,21
2016,NATURAL,1,12,49,36,51,50,67,63,45,50,42,58,50,49
2016,NATURAL,200,24,0,6,0,0,0,0,1,0,8,2,2,0
2016,SWEET,750,12,6,5,14,13,16,14,4,14,2,20,5,22
2016,SALTED,750,12,5,4,14,12,13,8,4,9,8,6,5,18
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,6,5,15
2016,NATURAL,700,12,90,77,98,87,56,95,136,46,84,38,34,75
2016,NATURAL,1,12,51,69,86,56,53,63,69,40,49,39,40,51
2016,NATURAL,200,24,0,0,1,0,0,1,1,0,2,2,1,2
2016,SWEET,750,12,7,8,7,5,7,5,5,19,11,22,4,35
2016,SALTED,750,12,6,7,6,7,7,12,7,12,4,4,4,33
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,17,2,44
2016,NATURAL,700,12,44,26,69,42,84,67,31,61,106,55,51,38
2016,NATURAL,1,12,22,30,16,30,36,33,46,53,60,45,27,40
2016,NATURAL,200,24,23,3,1,6,6,6,1,31,0,10,1,6
2016,SWEET,750,12,8,4,6,3,4,7,4,3,9,6,7,24
2016,SALTED,750,12,4,8,9,0,11,19,7,3,3,6,2,12
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,7,2,1
2016,NATURAL,700,12,68,69,74,75,88,99,76,82,84,60,75,103
2016,NATURAL,1,12,44,40,38,60,57,23,35,52,40,57,65,56
2016,NATURAL,200,24,12,10,0,32,1,12,7,12,0,0,17,30
2016,SWEET,750,12,2,1,5,6,5,16,9,1,4,4,2,47
2016,SALTED,750,12,2,15,4,3,17,16,15,14,4,3,12,52
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,1,2,4
2016,NATURAL,700,12,9,11,25,24,24,25,31,28,23,0,0,0
2016,NATURAL,1,12,9,12,14,25,19,3,18,11,9,0,0,0
2016,NATURAL,200,24,0,1,0,13,1,0,0,0,13,0,0,0
2016,SWEET,750,12,3,6,4,7,7,4,3,4,6,0,0,0
2016,SALTED,750,12,3,2,7,7,10,5,1,4,1,0,0,0
2016,NATURAL,700,12,29,64,151,62,118,93,39,18,77,29,54,29
2016,NATURAL,1,12,47,66,64,82,51,44,66,12,42,30,62,63
2016,NATURAL,200,24,27,13,2,8,6,0,10,0,4,3,3,3
2016,SWEET,750,12,13,5,22,1,13,3,8,1,6,8,4,28
2016,SALTED,750,12,1,10,9,5,10,8,6,4,1,9,3,39
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,10,2,4
2016,NATURAL,700,12,97,81,124,117,213,146,119,146,168,82,53,33
2016,NATURAL,1,12,15,27,33,59,33,53,41,58,32,53,45,65
2016,NATURAL,200,24,0,6,3,2,6,7,8,1,0,5,3,3
2016,SWEET,750,12,0,19,7,18,9,15,16,3,3,8,7,28
2016,SALTED,750,12,0,12,12,8,14,11,9,1,6,6,4,14
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,8,8,31
2016,NATURAL,700,12,42,76,82,56,99,86,88,87,92,64,63,66
2016,NATURAL,1,12,34,46,42,32,29,24,40,31,22,56,26,29
2016,NATURAL,200,24,52,68,51,59,30,30,22,56,32,58,28,19
2016,SWEET,750,12,8,3,15,6,8,10,6,11,14,15,15,34
2016,SALTED,750,12,4,2,4,4,3,5,4,3,1,2,1,17
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,12,2,7
2016,NATURAL,700,12,14,13,33,58,82,35,43,40,38,29,14,24
2016,NATURAL,1,12,21,16,16,13,17,34,30,5,22,33,31,56
2016,NATURAL,200,24,0,3,3,0,2,3,0,2,0,0,1,0
2016,SWEET,750,12,15,4,6,3,33,20,16,7,4,15,13,48
2016,SALTED,750,12,5,23,38,9,21,7,1,7,16,9,7,40
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,7,15,7
2015,NATURAL,1,12,6,4,8,7,10,7,7,11,8,8,6,7
2015,NATURAL,200,24,3,0,0,2,0,0,1,0,3,4,0,1
2015,SWEET,750,12,1,0,0,0,0,0,0,0,0,0,1,1
2016,NATURAL,700,12,3,5,1,3,3,2,0,1,13,10,7,7
2016,NATURAL,1,12,5,5,9,9,15,2,5,3,0,2,3,6
2016,NATURAL,200,24,4,1,1,0,0,0,3,0,1,0,0,1
2016,NATURAL,700,12,64,3,0,0,0,0,0,0,0,0,0,51
2016,NATURAL,1,12,30,1,0,0,0,0,0,0,0,0,0,25
2016,NATURAL,200,24,1,0,0,0,0,0,0,0,0,0,0,1
2016,SWEET,750,12,11,0,0,0,0,0,0,0,0,0,1,69
2016,SALTED,750,12,5,0,0,0,0,0,0,0,0,0,0,11
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,0,13
2016,NATURAL,700,12,16,33,35,21,44,37,44,25,46,30,29,45
2016,NATURAL,1,12,16,23,12,11,17,18,28,18,13,20,30,26
2016,NATURAL,200,24,8,0,0,4,7,14,7,1,16,15,11,16
2016,SWEET,750,12,4,12,7,10,13,6,4,15,13,8,5,32
2016,SALTED,750,12,1,2,1,3,6,5,12,12,4,16,2,19
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,3,2,32
2016,NATURAL,700,12,20,36,88,24,62,34,18,38,33,6,12,59
2016,NATURAL,1,12,6,5,4,5,7,4,25,7,21,14,10,11
2016,NATURAL,200,24,4,5,1,2,5,5,2,1,0,3,0,1
2016,SWEET,750,12,13,4,6,5,2,4,6,3,3,10,9,29
2016,SALTED,750,12,9,8,23,12,18,9,14,8,14,5,10,33
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,6,5,20
2016,NATURAL,700,12,69,49,78,46,91,95,68,66,72,39,96,67
2016,NATURAL,1,12,41,33,36,47,21,27,42,39,37,49,49,38
2016,NATURAL,200,24,3,3,3,1,3,0,3,3,1,1,3,12
2016,SWEET,750,12,7,7,12,9,15,13,6,10,11,8,7,28
2016,SALTED,750,12,3,12,9,18,11,10,6,10,5,17,1,25
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,15,0,13
2016,NATURAL,700,12,33,42,80,38,72,58,43,29,42,24,15,39
2016,NATURAL,1,12,43,34,28,37,28,28,30,30,36,31,52,62
2016,NATURAL,200,24,3,7,5,3,4,11,4,2,1,0,1,7
2016,SWEET,750,12,10,6,5,7,3,4,7,13,9,10,4,13
2016,SALTED,750,12,6,6,11,5,8,10,2,8,5,7,5,19
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,4,7,10
2016,NATURAL,700,12,56,51,48,23,44,60,36,37,32,22,12,15
2016,NATURAL,1,12,20,32,13,22,81,37,33,25,23,63,24,68
2016,NATURAL,200,24,0,1,0,0,1,2,2,4,5,5,0,1
2016,SWEET,750,12,26,4,19,7,10,22,8,6,17,38,31,37
2016,SALTED,750,12,12,9,17,7,15,16,7,6,29,25,14,53
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,8,6,7
2016,NATURAL,700,12,48,5,16,8,29,10,7,11,21,19,4,4
2016,NATURAL,1,12,63,97,86,85,123,81,85,119,78,77,102,19
2016,SWEET,750,12,2,1,3,4,1,3,2,3,0,6,4,11
2016,SALTED,750,12,4,1,0,1,1,1,0,1,1,1,1,6
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,1,0,6
2016,NATURAL,700,12,18,43,45,31,88,74,39,108,97,16,22,44
2016,NATURAL,1,12,21,21,14,31,29,28,26,27,30,30,28,38
2016,NATURAL,200,24,0,2,7,0,0,0,0,2,0,2,7,13
2016,SWEET,750,12,4,3,8,4,4,14,8,11,10,8,9,15
2016,SALTED,750,12,9,6,13,6,8,20,15,31,8,30,6,15
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,4,7,8
2016,NATURAL,700,12,61,10,82,27,81,66,40,35,41,23,21,31
2016,NATURAL,1,12,18,9,12,37,6,12,19,11,16,37,7,29
2016,NATURAL,200,24,0,0,2,0,1,1,2,24,7,2,0,0
2016,SWEET,750,12,6,4,3,17,17,13,17,9,32,17,11,20
2016,SALTED,750,12,2,14,8,13,20,21,21,2,24,44,3,72
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,23,0,8
2016,NATURAL,700,12,23,17,22,14,65,46,15,34,21,10,7,3
2016,NATURAL,1,12,18,22,17,20,8,8,10,24,16,20,28,23
2016,NATURAL,200,24,0,2,1,0,0,0,0,0,0,0,0,0
2016,SWEET,750,12,2,0,3,0,1,1,0,3,1,1,3,6
2016,SALTED,750,12,0,1,0,0,4,3,0,2,3,1,0,3
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,4,5,6
2016,NATURAL,700,12,76,63,100,35,161,94,73,87,92,50,35,36
2016,NATURAL,1,12,13,28,26,34,24,4,34,17,19,46,24,28
2016,NATURAL,200,24,2,3,1,14,0,0,0,3,1,0,2,0
2016,SWEET,750,12,3,11,10,2,14,11,5,9,18,8,10,33
2016,SALTED,750,12,9,10,27,8,19,26,21,13,12,15,20,20
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,8,3,11
2016,NATURAL,700,12,105,63,100,73,149,100,82,102,74,68,69,80
2016,NATURAL,1,12,48,36,32,36,48,35,47,21,26,37,67,31
2016,NATURAL,200,24,14,3,0,0,2,0,1,0,6,3,0,0
2016,SWEET,750,12,5,10,15,8,15,11,13,7,20,14,8,34
2016,SALTED,750,12,9,10,9,3,13,14,9,8,6,12,9,31
2016,SPICY,750,12,0,0,0,0,0,0,0,0,5,24,27,28
2016,NATURAL,700,12,39,38,61,69,89,73,45,40,37,38,39,99
2016,NATURAL,1,12,41,25,22,36,22,17,15,50,36,44,24,55
2016,NATURAL,200,24,36,0,7,28,11,9,16,0,5,21,4,13
2016,SWEET,750,12,7,11,8,8,20,8,3,7,26,19,6,27
2016,SALTED,750,12,2,13,6,11,3,6,2,2,11,6,3,15
2016,SPICY,750,12,0,0,0,0,0,0,0,0,2,7,4,12
2016,NATURAL,700,12,20,9,21,11,30,47,15,13,19,1,1,20
2016,NATURAL,1,12,14,3,8,9,1,15,8,7,3,15,16,28
2016,NATURAL,200,24,0,5,0,0,0,5,5,0,0,5,3,0
2016,SWEET,750,12,2,4,0,5,22,13,6,7,2,12,8,42
2016,SALTED,750,12,1,1,1,1,2,5,2,3,10,3,4,17
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,8,4,21
2016,NATURAL,700,12,129,81,138,112,122,103,82,113,123,97,42,39
2016,NATURAL,1,12,21,32,32,37,41,16,37,27,22,27,32,39
2016,NATURAL,200,24,6,40,70,22,32,74,18,0,67,28,5,53
2016,SWEET,750,12,6,13,14,7,25,14,6,25,14,12,13,31
2016,SALTED,750,12,6,9,14,25,15,12,2,12,6,8,5,24
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,9,2,11
2016,NATURAL,700,12,55,37,69,80,114,128,73,77,70,42,38,24
2016,NATURAL,1,12,65,19,26,25,28,14,46,24,19,43,54,20
2016,NATURAL,200,24,2,9,1,19,15,13,0,6,3,1,1,0
2016,SWEET,750,12,3,3,7,6,15,8,8,10,3,4,15,14
2016,SALTED,750,12,2,1,3,7,5,7,5,4,5,9,26,3
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,10,14,12
2016,NATURAL,700,12,48,56,36,56,88,63,48,42,40,28,53,79
2016,NATURAL,1,12,36,45,21,43,33,47,29,19,87,69,75,109
2016,NATURAL,200,24,50,13,19,36,26,6,0,10,44,12,30,28
2016,SWEET,750,12,6,4,19,2,6,5,5,15,15,16,1,20
2016,SALTED,750,12,3,4,7,7,9,11,5,10,5,4,4,16
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,7,0,7
2016,NATURAL,700,12,0,0,0,0,0,0,0,12,41,46,19,12
2016,NATURAL,1,12,2,0,0,0,0,0,0,3,0,0,9,8
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,1,4,4,0
2016,SALTED,750,12,0,0,0,0,0,0,0,3,0,0,2,2
2016,NATURAL,700,12,19,16,18,25,31,24,24,12,19,10,12,28
2016,NATURAL,1,12,33,23,32,32,16,25,23,23,22,26,20,29
2016,NATURAL,200,24,0,2,1,2,1,1,1,0,1,1,0,45
2016,SWEET,750,12,4,2,3,2,2,5,4,2,3,7,6,10
2016,SALTED,750,12,1,2,3,1,5,10,6,7,3,2,4,8
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,7,1,2
2016,NATURAL,700,12,31,10,41,14,35,31,12,23,7,9,11,13
2016,NATURAL,1,12,5,7,4,10,9,10,12,21,11,13,10,18
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,1,0,0,2
2016,SWEET,750,12,3,1,7,6,6,5,1,3,1,5,4,11
2016,SALTED,750,12,3,7,8,1,10,2,0,0,2,2,1,6
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,7,5,8
2016,NATURAL,700,12,34,20,48,28,49,60,34,42,49,18,27,26
2016,NATURAL,1,12,24,15,10,13,19,25,21,25,17,27,33,35
2016,NATURAL,200,24,2,3,4,12,2,0,3,4,0,2,1,3
2016,SWEET,750,12,5,7,6,4,9,10,7,8,9,7,11,38
2016,SALTED,750,12,5,13,13,1,12,12,8,13,6,15,3,18
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,2,3,3
2016,NATURAL,700,12,5,26,15,20,27,27,47,29,44,8,31,16
