YEAR,DESCRIPTION,WEIGHT,UNITS,1,2,3,4,5,6,7,8,9,10,11,12
2016,NATURAL,1,12,12,14,7,27,26,15,23,3,10,1,7,32
2016,NATURAL,200,24,3,5,2,8,9,1,9,1,0,6,2,0
2016,SWEET,750,12,3,5,4,1,11,6,2,7,3,1,8,30
2016,SALTED,750,12,5,6,4,5,9,5,16,9,5,5,9,27
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,1,6
2016,NATURAL,700,12,75,40,74,75,67,82,50,33,69,21,18,19
2016,NATURAL,1,12,16,19,11,14,18,15,15,25,6,18,19,32
2016,NATURAL,200,24,3,1,0,0,0,0,0,0,1,2,0,15
2016,SWEET,750,12,1,2,11,3,13,14,7,5,9,4,6,30
2016,SALTED,750,12,2,5,4,1,7,3,3,3,4,4,3,29
2016,SPICY,750,12,0,0,0,0,0,0,0,0,2,3,4,43
2016,NATURAL,700,12,94,94,94,94,113,115,75,81,90,53,34,65
2016,NATURAL,1,12,63,52,51,53,33,59,61,11,33,23,24,65
2016,NATURAL,200,24,12,13,13,14,9,36,5,0,43,0,29,0
2016,SWEET,750,12,4,5,10,0,9,4,3,9,6,7,4,40
2016,SALTED,750,12,7,1,7,5,12,21,15,5,3,2,15,18
2016,SPICY,750,12,0,0,0,0,0,0,0,0,3,14,23,57
2016,SWEET,750,12,0,0,1,0,0,0,0,0,0,0,0,0
2016,SALTED,750,12,0,0,0,0,0,0,0,0,1,0,0,0
2017,NATURAL,700,12,3,1,2,1,5,3,4,4,3,3,7,7
2017,NATURAL,1,12,7,5,5,5,4,4,2,3,3,4,4,5
2017,NATURAL,200,24,0,1,0,1,0,4,0,0,0,5,3,1
2016,NATURAL,700,12,9,29,29,16,42,15,35,26,29,26,18,23
2016,NATURAL,1,12,40,27,21,23,28,28,54,45,40,36,50,36
2016,SWEET,750,12,2,5,3,1,3,2,9,2,2,2,1,8
2016,SALTED,750,12,12,9,5,12,2,2,1,1,3,0,1,4
2016,SPICY,750,12,0,0,0,0,0,0,0,0,3,5,2,2
2016,NATURAL,700,12,51,57,103,61,159,81,63,66,99,55,47,65
2016,NATURAL,1,12,11,17,13,16,27,8,12,14,18,13,37,37
2016,NATURAL,200,24,0,1,12,0,0,0,4,0,0,2,0,0
2016,SWEET,750,12,10,6,7,4,10,12,7,4,5,13,4,29
2016,SALTED,750,12,9,4,9,4,17,15,8,8,7,16,4,15
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,4,5,15
2016,NATURAL,700,12,13,23,32,70,50,19,25,53,44,12,11,48
2016,NATURAL,1,12,1,11,16,4,5,5,6,2,16,42,26,14
2016,NATURAL,200,24,3,3,1,0,1,1,0,0,12,0,0,0
2016,SWEET,750,12,3,7,4,6,14,8,5,5,6,3,2,25
2016,SALTED,750,12,2,3,1,4,3,14,2,2,3,0,8,26
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,1,0,6
2016,NATURAL,700,12,50,44,63,32,43,117,40,91,82,66,29,41
2016,NATURAL,1,12,10,18,17,27,11,13,9,6,24,8,20,29
2016,NATURAL,200,24,0,16,0,5,0,0,3,0,0,0,9,1
2016,SWEET,750,12,18,10,14,6,26,12,11,18,17,19,11,31
2016,SALTED,750,12,14,8,5,7,16,9,12,9,19,22,3,34
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,6,7,6
2016,NATURAL,700,12,8,11,126,15,36,26,17,23,16,8,7,3
2016,NATURAL,1,12,17,17,15,29,24,20,29,27,35,31,19,37
2016,NATURAL,200,24,1,1,1,1,0,2,1,1,1,3,1,0
2016,SWEET,750,12,4,2,5,1,7,2,2,0,0,6,2,5
2016,SALTED,750,12,2,1,2,0,4,4,1,2,2,5,1,4
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,3,6
2017,SWEET,750,12,0,0,1,1,0,0,2,0,0,0,0,3
2017,SALTED,750,12,0,1,1,1,0,0,0,0,0,1,0,1
2017,SPICY,750,12,0,0,0,0,0,0,0,1,0,0,0,0
2018,NATURAL,700,12,3,5,4,2,7,11,3,6,3,6,5,1
2016,NATURAL,700,12,24,6,25,20,21,8,9,0,0,0,0,0
2016,NATURAL,1,12,8,6,4,8,9,6,2,0,0,0,0,0
2016,NATURAL,200,24,1,1,1,1,0,0,0,0,0,0,0,0
2016,SWEET,750,12,1,2,4,1,6,4,2,0,0,0,0,0
2016,SALTED,750,12,5,1,8,7,7,1,2,0,0,0,0,0
2016,NATURAL,700,12,4,5,7,4,0,5,5,7,34,32,6,6
2016,NATURAL,1,12,17,23,19,17,18,13,19,19,20,26,29,22
2016,NATURAL,200,24,0,0,0,0,0,0,1,0,0,1,1,0
2016,SWEET,750,12,0,1,1,0,2,0,4,0,1,8,0,2
2016,SALTED,750,12,0,0,0,0,0,0,0,2,0,0,1,0
2016,NATURAL,700,12,3,2,2,4,8,6,5,5,8,14,5,4
2016,NATURAL,1,12,0,1,8,5,6,7,4,14,5,9,14,11
2016,NATURAL,200,24,0,0,0,0,0,1,0,0,0,1,2,1
2016,SWEET,750,12,0,0,0,0,0,0,1,4,3,6,4,3
2016,SALTED,750,12,0,0,0,0,0,0,2,2,1,0,0,0
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,2,1
2016,NATURAL,700,12,23,33,39,20,31,55,20,24,25,9,17,7
2016,NATURAL,1,12,9,20,18,25,11,21,7,4,8,19,20,37
2016,NATURAL,200,24,3,0,1,3,5,2,7,8,5,1,0,0
2016,SWEET,750,12,6,3,6,5,8,6,7,6,7,7,9,17
2016,SALTED,750,12,0,0,2,0,2,6,2,3,2,4,3,26
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,23,26,3
2016,NATURAL,700,12,38,46,81,58,149,71,64,85,82,23,33,65
2016,NATURAL,1,12,48,29,46,45,61,31,46,63,58,59,55,103
2016,NATURAL,200,24,6,26,14,6,23,8,6,50,2,9,21,6
2016,SWEET,750,12,4,5,5,9,9,4,5,6,22,21,10,28
2016,SALTED,750,12,8,10,8,9,12,14,9,3,16,12,6,22
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,19,2,0
2016,NATURAL,700,12,40,14,51,40,62,78,50,35,59,24,31,24
2016,NATURAL,1,12,42,25,25,23,5,26,17,18,17,17,26,32
2016,NATURAL,200,24,0,3,1,1,1,0,0,2,8,6,1,0
2016,SWEET,750,12,9,12,10,4,11,15,9,14,16,13,8,22
2016,SALTED,750,12,15,2,5,4,5,5,4,4,1,12,11,22
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,13,5,10
2016,NATURAL,700,12,28,19,55,10,28,30,18,8,3,4,14,7
2016,NATURAL,1,12,5,5,1,6,1,8,10,3,8,2,4,11
2016,NATURAL,200,24,1,1,0,0,1,0,0,0,0,0,0,0
2016,SWEET,750,12,9,3,13,1,8,9,1,6,2,4,2,8
2016,SALTED,750,12,3,4,5,1,5,4,4,4,2,2,1,29
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,1,0,5
2018,NATURAL,1,12,2,2,1,2,4,5,5,7,4,4,4,8
2018,NATURAL,200,24,4,0,2,0,0,4,2,2,3,1,2,3
2016,NATURAL,700,12,10,13,15,4,4,5,6,8,8,45,8,22
2016,NATURAL,1,12,5,7,3,8,5,6,11,7,4,0,4,4
2016,NATURAL,200,24,0,0,0,0,0,1,3,3,2,0,2,0
2016,SWEET,750,12,0,0,2,0,0,2,1,1,1,1,1,1
2016,SALTED,750,12,0,0,0,0,0,0,1,1,1,3,2,3
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,1,0
2016,NATURAL,700,12,0,1,0,0,0,0,0,0,0,0,1,0
2016,NATURAL,1,12,0,0,0,4,0,0,0,1,0,2,1,2
2016,NATURAL,700,12,180,79,104,76,182,146,71,89,116,80,54,156
2016,NATURAL,1,12,47,53,60,76,52,99,71,41,48,83,66,103
2016,NATURAL,200,24,0,2,0,0,3,1,3,6,6,6,3,0
2016,SWEET,750,12,7,10,15,7,24,17,9,28,20,35,4,39
2016,SALTED,750,12,7,6,19,6,15,35,17,33,21,10,6,50
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,6,2,11
2016,NATURAL,700,12,44,89,118,81,115,108,68,103,55,27,24,34
2016,NATURAL,1,12,35,31,37,29,32,37,35,38,45,47,51,58
2016,NATURAL,200,24,23,18,20,11,5,3,4,19,2,16,9,3
2016,SWEET,750,12,8,24,8,10,8,13,9,6,9,18,19,24
2016,SALTED,750,12,3,14,5,9,10,11,5,22,17,11,18,19
2016,SPICY,750,12,0,0,0,0,0,0,0,0,8,6,6,18
2016,NATURAL,700,12,1,3,6,3,2,0,5,1,6,10,2,2
2016,NATURAL,1,12,3,0,0,0,3,0,0,1,1,1,0,4
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,3,3,0,0
2016,SWEET,750,12,0,0,0,0,1,0,0,0,1,2,0,0
2018,SWEET,750,12,0,1,0,2,0,0,0,0,1,1,0,0
2018,SALTED,750,12,0,0,0,0,3,0,0,1,0,0,0,0
2018,SPICY,750,12,0,0,0,0,1,0,0,0,0,1,0,0
2018,SOUR,750,12,1,0,0,0,0,2,0,0,0,0,0,1
2015,NATURAL,700,12,0,4,4,10,11,2,5,9,5,0,1,1
2015,NATURAL,1,12,5,4,5,5,4,3,2,0,0,1,0,2
2015,NATURAL,200,24,0,0,1,1,0,2,0,0,3,0,1,0
2016,NATURAL,700,12,2,0,4,5,3,8,5,10,1,4,6,4
2016,NATURAL,1,12,2,2,1,2,3,1,5,4,5,2,3,3
2016,NATURAL,700,12,4,3,8,4,1,2,0,0,4,3,1,0
2016,NATURAL,1,12,2,2,4,2,5,3,2,3,1,1,0,3
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,0,0,5,0
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2016,NATURAL,200,24,1,0,0,0,2,2,1,1,2,2,1,0
2016,SALTED,750,12,0,0,0,0,0,1,1,1,0,0,0,0
2017,NATURAL,700,12,3,1,2,0,1,0,6,4,5,2,5,6
2017,NATURAL,1,12,2,2,3,1,4,1,1,1,1,3,4,5
2017,NATURAL,200,24,1,2,0,0,0,7,4,6,6,0,0,0
2018,NATURAL,700,12,1,1,0,0,2,2,1,3,1,1,0,2
2016,NATURAL,700,12,10,5,9,5,3,4,7,2,20,15,13,1
2016,NATURAL,1,12,12,22,9,9,9,7,2,16,10,2,10,10
2016,NATURAL,200,24,0,0,0,0,0,0,0,4,2,10,12,8
2016,SWEET,750,12,1,2,0,1,0,2,6,0,0,3,2,0
2016,SALTED,750,12,6,4,2,0,2,1,6,1,1,2,1,2
2016,NATURAL,700,12,6,2,6,4,2,2,3,1,4,12,2,2
2016,NATURAL,1,12,3,1,1,3,1,9,5,4,3,2,1,8
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,1,3,0,2
2016,SWEET,750,12,0,0,0,3,0,0,3,1,0,1,0,1
2016,NATURAL,700,12,17,15,25,23,25,34,19,25,27,23,9,8
2016,NATURAL,1,12,10,5,5,10,6,2,4,4,2,15,3,12
2016,NATURAL,200,24,5,0,5,4,1,0,0,0,10,1,5,7
2016,SWEET,750,12,4,2,3,3,5,3,3,10,1,26,5,7
2016,SALTED,750,12,6,5,7,7,7,9,5,8,7,2,1,15
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,4,0,4
2018,NATURAL,1,12,6,0,5,0,2,2,0,0,1,1,1,2
2018,NATURAL,200,24,1,0,0,0,1,0,6,9,0,7,3,1
2018,SWEET,750,12,0,0,0,0,0,0,0,0,0,0,1,0
2018,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2016,NATURAL,700,12,55,99,74,40,87,90,102,93,94,51,60,48
2016,NATURAL,1,12,13,38,16,29,16,27,57,27,56,35,36,49
2016,NATURAL,200,24,5,5,12,8,0,0,13,16,16,0,5,0
2016,SWEET,750,12,6,8,7,10,12,7,6,6,9,6,16,29
2016,SALTED,750,12,8,14,7,5,21,8,15,14,9,10,5,28
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,7,5,12
2015,BITTER,750,12,1,0,0,2,0,0,5,0,0,0,0,0
2015,NATURAL,700,12,556,1718,1350,866,719,735,1077,1085,1798,3651,2539,1169
2015,NATURAL,1,12,94,1453,245,186,111,129,732,73,127,187,95,274
2015,NATURAL,200,24,18,12,616,43,36,12,610,89,66,99,89,108
2016,NATURAL,700,12,4,0,0,0,1,2,4,11,5,13,15,6
2016,NATURAL,1,12,5,8,21,2,5,3,4,3,3,3,2,2
2016,NATURAL,200,24,0,0,0,0,0,0,0,1,0,0,1,3
2016,SWEET,750,12,0,0,0,0,0,0,0,0,0,1,0,0
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2016,NATURAL,700,12,2,0,2,2,1,3,2,0,1,2,0,6
2016,NATURAL,1,12,0,1,5,0,0,0,0,0,0,0,0,0
2016,NATURAL,200,24,0,0,0,0,0,0,0,1,0,0,0,2
2016,NATURAL,700,12,0,0,1,3,1,6,2,7,10,20,9,10
2016,NATURAL,1,12,0,1,2,1,10,6,2,0,1,0,1,2
2016,SWEET,750,12,0,0,0,0,0,0,0,0,0,6,0,0
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,2,0,0
2015,SWEET,750,12,39,605,103,24,5,9,103,72,0,90,207,124
2015,SALTED,750,12,0,841,78,12,0,30,47,213,173,115,154,109
2016,NATURAL,700,12,1340,1225,1297,1512,1397,576,905,1039,862,3091,875,1455
2016,NATURAL,1,12,593,330,412,520,509,176,197,271,215,319,203,344
2016,NATURAL,200,24,60,108,54,714,720,128,193,162,150,151,172,144
2016,SWEET,750,12,219,40,92,62,49,43,47,158,49,120,122,238
2016,NATURAL,700,12,20,28,17,18,8,8,12,13,24,30,17,17
2016,NATURAL,1,12,18,6,9,23,27,6,0,5,8,15,14,14
2016,NATURAL,200,24,0,0,0,0,0,0,0,2,3,17,17,8
2016,SWEET,750,12,0,0,0,1,0,5,0,1,2,6,1,0
2016,SALTED,750,12,0,0,0,0,0,0,0,0,0,0,0,2
2016,NATURAL,700,12,10,10,26,13,38,17,14,26,23,17,5,10
2016,NATURAL,1,12,7,5,7,39,5,8,12,18,12,12,9,10
2016,NATURAL,200,24,3,2,2,0,2,3,2,1,3,5,4,1
2016,SWEET,750,12,4,6,5,7,7,6,1,2,2,5,4,13
2016,SALTED,750,12,2,2,3,1,6,5,2,2,2,0,3,8
2016,SPICY,750,12,0,0,0,0,0,0,0,0,2,0,1,2
2016,SALTED,750,12,72,72,157,103,148,72,172,219,115,133,56,120
2016,SPICY,750,12,0,0,0,0,0,0,0,72,11,65,44,50
2017,NATURAL,700,12,634,824,1086,833,579,447,763,572,853,4300,1068,784
2017,NATURAL,1,12,166,155,343,144,127,141,220,257,163,283,214,347
2016,NATURAL,700,12,60,40,96,55,134,60,83,56,52,37,47,31
2016,NATURAL,1,12,51,43,47,42,22,40,27,27,28,27,29,53
2016,NATURAL,200,24,7,15,12,11,11,7,5,2,3,4,14,6
2016,SWEET,750,12,6,8,21,5,30,15,18,10,33,17,15,20
2016,SALTED,750,12,4,6,0,3,3,4,2,2,13,2,4,7
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,9,8,3
2016,NATURAL,700,12,25,23,20,22,27,24,25,26,27,34,26,28
2016,NATURAL,1,12,15,6,12,10,8,10,4,5,4,7,9,6
2016,SWEET,750,12,0,0,0,2,0,0,2,0,0,4,0,1
2016,SALTED,750,12,0,0,0,0,1,0,1,0,0,0,0,1
2016,NATURAL,700,12,0,6,22,2,0,0,0,0,8,25,12,6
2016,NATURAL,1,12,24,13,0,23,27,32,17,24,25,24,25,19
2016,SWEET,750,12,0,1,0,0,0,0,0,1,4,0,0,0
2016,SALTED,750,12,1,0,0,0,0,0,0,0,0,4,3,1
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,1,1
2016,NATURAL,700,12,3,2,5,0,2,2,4,4,1,3,1,6
2016,NATURAL,1,12,6,7,4,5,2,3,8,6,5,4,5,0
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,0,0,0,1
2016,SWEET,750,12,1,0,0,0,0,0,1,0,0,0,0,1
2016,SALTED,750,12,0,0,0,0,0,2,0,0,0,0,0,0
2016,NATURAL,700,12,13,12,6,12,9,3,6,14,25,34,17,6
2016,NATURAL,1,12,17,14,13,8,12,11,12,15,10,12,11,8
2016,NATURAL,200,24,0,0,0,1,6,2,3,0,4,0,1,0
2016,SWEET,750,12,0,0,0,0,0,1,2,1,0,3,0,2
2016,SALTED,750,12,6,0,7,4,3,4,8,7,2,8,6,5
2016,NATURAL,700,12,8,5,6,6,5,5,16,7,11,9,9,7
2016,NATURAL,1,12,16,13,18,18,14,7,24,12,16,12,14,15
2016,NATURAL,200,24,0,0,0,2,0,2,1,8,5,0,1,5
2016,SWEET,750,12,0,0,2,0,0,0,0,1,2,0,0,1
2016,SALTED,750,12,0,0,2,4,0,2,0,2,0,2,0,1
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2017,NATURAL,200,24,76,92,174,180,96,54,162,128,97,1457,137,109
2017,SWEET,750,12,17,58,669,72,0,41,52,180,45,139,44,71
2017,SALTED,750,12,40,82,734,202,33,29,51,82,115,102,91,145
2017,SPICY,750,12,30,97,682,20,0,25,20,136,0,149,108,9
2017,SOUR,750,12,0,0,0,0,0,0,0,0,0,18,21,24
2018,NATURAL,700,12,469,2015,718,684,680,417,494,1950,785,929,3133,786
2018,NATURAL,1,12,158,274,281,273,314,107,281,223,302,305,171,251
2018,NATURAL,200,24,82,4137,135,53,60,9,22,122,311,118,34,281
2016,NATURAL,700,12,0,0,0,0,3,1,2,0,6,4,5,8
2016,NATURAL,1,12,0,0,0,0,3,0,0,1,2,6,11,5
2016,NATURAL,200,24,0,0,0,0,0,0,1,0,0,0,0,0
2016,SWEET,750,12,0,0,0,0,0,0,1,0,0,0,0,0
2016,SALTED,750,12,0,0,0,0,0,0,1,1,0,0,0,0
2018,SWEET,750,12,37,12,62,35,58,33,40,65,0,243,0,92
2018,SALTED,750,12,70,44,52,67,33,15,88,154,57,178,415,32
2016,NATURAL,700,12,14,7,37,25,22,40,14,18,21,8,6,5
2016,NATURAL,1,12,12,15,21,15,14,15,9,13,14,9,12,16
2016,NATURAL,200,24,0,3,3,2,1,2,1,2,2,2,4,0
2016,SWEET,750,12,3,1,2,0,2,2,3,1,3,1,5,7
2016,SALTED,750,12,1,2,2,9,3,1,3,1,2,8,0,11
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,3,3,3
2018,SPICY,750,12,25,22,70,6,12,0,3,78,0,17,53,157
2018,SOUR,750,12,16,12,38,23,6,4,13,1,10,25,24,3
2015,NATURAL,700,12,0,1,2,1,0,1,0,1,1,1,2,0
2016,NATURAL,700,12,0,0,1,0,0,1,0,3,0,0,0,1
2016,SWEET,750,12,0,0,0,1,0,0,0,0,0,0,0,0
2017,NATURAL,700,12,0,1,0,0,0,0,0,0,0,0,0,0
2016,NATURAL,700,12,11,29,35,15,33,20,7,7,0,0,0,0
2016,NATURAL,1,12,31,27,17,13,23,20,14,6,0,0,0,0
2016,NATURAL,200,24,4,0,1,4,1,0,2,1,0,0,0,0
2016,SWEET,750,12,1,1,4,3,2,3,1,1,0,0,0,0
2016,SALTED,750,12,0,0,2,0,0,4,1,0,0,0,0,0
2016,NATURAL,700,12,28,26,36,24,71,53,29,37,43,6,15,30
2016,NATURAL,1,12,6,11,13,18,3,13,14,5,10,8,16,14
2016,NATURAL,200,24,0,0,4,1,1,2,6,3,1,2,0,2
2016,SWEET,750,12,3,12,8,6,14,10,2,8,9,16,12,18
2016,SALTED,750,12,10,13,20,17,20,17,4,6,13,13,5,17
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,5,12
2016,NATURAL,700,12,16,18,49,14,38,54,14,18,56,16,9,23
2016,NATURAL,1,12,18,9,9,16,11,7,14,12,20,15,14,15
2016,SWEET,750,12,1,3,3,2,8,2,6,3,4,7,3,2
2016,SALTED,750,12,4,8,8,3,6,4,3,3,4,5,3,9
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,6,2,7
2016,NATURAL,700,12,62,66,79,46,92,90,59,43,47,12,27,33
2016,NATURAL,1,12,15,17,12,14,10,8,22,11,21,20,25,22
2016,NATURAL,200,24,25,15,10,9,6,9,6,5,6,3,6,10
2016,SWEET,750,12,6,13,12,5,9,9,8,7,5,12,6,18
2016,SALTED,750,12,6,6,12,4,22,19,3,7,13,9,2,17
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,6,4
2016,NATURAL,700,12,15,20,61,36,161,86,55,27,50,19,28,22
2016,NATURAL,1,12,3,10,13,33,29,30,23,25,12,16,39,27
2016,NATURAL,200,24,0,0,2,1,0,0,0,0,1,0,0,0
2016,SWEET,750,12,9,7,2,1,8,6,3,4,10,9,18,17
2016,SALTED,750,12,2,1,4,6,6,2,2,4,1,5,0,26
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,11,6,6
2016,NATURAL,700,12,36,50,91,51,91,68,55,80,64,47,45,22
2016,NATURAL,1,12,38,30,15,48,13,16,19,19,23,18,20,15
2016,SWEET,750,12,3,7,3,3,8,11,4,5,4,7,3,24
2016,SALTED,750,12,8,5,13,12,21,11,15,8,5,17,7,9
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,2,2,1
2016,NATURAL,700,12,96,83,105,84,114,109,67,52,96,35,55,36
2016,NATURAL,1,12,13,25,39,34,19,16,12,22,37,39,13,27
2016,NATURAL,200,24,1,2,1,1,15,20,4,8,7,0,5,0
2016,SWEET,750,12,4,8,2,5,11,5,2,3,12,10,8,47
2016,SALTED,750,12,9,16,8,5,17,8,5,7,16,5,4,19
2016,SPICY,750,12,0,0,0,0,0,0,0,0,4,19,6,22
2016,NATURAL,700,12,46,32,80,43,78,65,57,49,83,31,36,29
2016,NATURAL,1,12,17,20,28,33,47,38,38,32,46,40,29,61
2016,NATURAL,200,24,0,2,1,0,10,0,0,9,1,2,5,3
2016,SWEET,750,12,8,13,11,4,18,26,11,24,16,13,30,25
2016,SALTED,750,12,11,9,8,14,21,6,4,9,6,21,5,37
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,12,23,48
2015,NATURAL,700,12,0,0,2,1,0,0,2,2,2,4,0,2
2015,NATURAL,1,12,0,0,1,1,0,0,0,0,1,2,0,1
2015,NATURAL,200,24,0,0,0,0,0,0,0,1,0,0,0,0
2015,SWEET,750,12,0,1,0,0,0,0,0,0,0,0,0,0
2016,NATURAL,700,12,2,20,16,21,18,16,31,20,31,16,54,18
2016,NATURAL,1,12,3,3,5,6,6,5,1,12,15,1,4,10
2016,NATURAL,200,24,0,1,0,0,0,0,0,0,0,0,0,0
2016,SWEET,750,12,1,0,0,0,5,4,2,2,26,0,0,17
2016,SALTED,750,12,0,3,1,1,5,21,8,13,13,6,4,2
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,0,1
2016,NATURAL,700,12,6,28,39,15,26,40,31,62,37,29,27,17
2016,NATURAL,1,12,23,11,32,36,19,20,21,21,32,23,54,27
2016,NATURAL,200,24,0,0,6,7,0,5,5,6,6,6,11,0
2016,SWEET,750,12,3,1,1,2,12,2,1,4,4,10,6,21
2016,SALTED,750,12,13,7,8,10,13,12,6,7,3,14,13,16
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,10,3,11
2016,NATURAL,700,12,2,0,2,1,5,0,5,0,0,0,4,1
2016,NATURAL,1,12,3,3,2,4,3,0,9,1,0,0,4,2
2016,SWEET,750,12,0,0,0,0,1,1,1,2,2,2,0,1
2016,SALTED,750,12,0,0,1,0,3,0,0,0,1,1,1,0
2016,NATURAL,700,12,10,15,16,16,24,20,27,15,33,27,17,16
2016,NATURAL,1,12,15,8,5,7,14,15,19,19,24,16,28,21
2016,NATURAL,200,24,15,20,17,16,7,6,11,17,10,10,10,6
2016,SWEET,750,12,3,2,2,0,4,0,3,2,0,1,0,3
2016,SALTED,750,12,4,3,1,5,3,2,5,3,0,7,0,5
2016,NATURAL,700,12,27,24,49,37,40,48,54,19,38,26,11,7
2016,NATURAL,1,12,5,1,8,10,18,17,14,12,20,19,10,23
2016,SWEET,750,12,1,3,14,8,3,15,23,7,10,5,30,70
2016,SALTED,750,12,5,8,13,6,11,12,4,11,23,15,5,91
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,2,2,9
2016,NATURAL,700,12,2,1,2,3,4,9,2,3,17,10,9,3
2016,NATURAL,1,12,4,1,2,4,1,1,0,2,1,3,2,9
2016,SWEET,750,12,0,0,0,0,0,1,3,0,0,1,0,1
2016,SALTED,750,12,2,0,2,2,3,5,0,3,3,2,1,1
2016,NATURAL,700,12,0,2,1,0,0,0,0,0,0,0,0,0
2016,NATURAL,1,12,0,1,1,0,0,0,3,0,0,0,0,0
2016,NATURAL,200,24,1,0,1,0,0,0,1,0,0,0,0,0
2016,SWEET,750,12,0,0,0,0,0,1,0,0,0,0,1,0
2017,NATURAL,700,12,0,0,0,0,1,0,1,0,0,0,0,0
2017,NATURAL,1,12,1,0,0,0,0,1,0,1,0,0,0,0
2016,NATURAL,700,12,25,23,38,15,64,32,25,55,38,9,30,8
2016,NATURAL,1,12,6,7,26,16,11,10,16,23,19,17,26,29
2016,NATURAL,200,24,6,9,13,4,1,1,8,0,21,3,13,3
2016,SWEET,750,12,5,14,9,11,7,11,4,3,27,4,11,52
2016,SALTED,750,12,12,11,17,2,10,33,13,16,22,32,39,76
2016,SPICY,750,12,0,0,0,0,0,0,0,0,4,9,7,25
2016,NATURAL,700,12,5,13,7,5,2,4,4,9,2,24,7,10
2016,NATURAL,1,12,14,10,16,21,27,10,7,14,18,3,16,10
2016,NATURAL,200,24,0,0,0,0,0,0,0,0,0,2,1,0
2016,SWEET,750,12,2,2,4,0,4,3,2,1,2,6,2,4
2016,SALTED,750,12,0,0,0,0,0,0,1,0,2,5,1,2
2016,NATURAL,700,12,42,57,99,68,159,127,76,92,116,47,84,44
2016,NATURAL,1,12,15,29,10,13,26,27,30,8,43,14,4,19
2016,NATURAL,200,24,0,5,3,17,5,6,3,24,3,0,0,0
2016,SWEET,750,12,8,14,5,21,7,23,8,8,14,18,17,47
2016,SALTED,750,12,6,16,25,21,16,19,9,10,15,13,5,35
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,0,5,33
2016,NATURAL,700,12,36,72,82,35,74,80,60,106,44,31,22,32
2016,NATURAL,1,12,26,35,38,42,22,36,40,28,33,33,39,57
2016,SWEET,750,12,3,3,7,10,14,9,4,6,8,14,10,19
2016,SALTED,750,12,11,4,17,11,14,4,0,4,9,9,3,11
2016,SPICY,750,12,0,0,0,0,0,0,0,0,1,11,2,17
2016,NATURAL,700,12,22,19,23,26,45,45,45,25,43,46,18,61
2016,NATURAL,1,12,24,24,8,9,6,11,26,21,19,17,26,27
2016,NATURAL,200,24,1,0,1,1,0,0,2,0,0,0,0,1
2016,SWEET,750,12,5,8,11,7,22,4,6,5,12,15,15,34
2016,SALTED,750,12,3,5,6,5,5,3,0,4,2,1,9,10
2016,SPICY,750,12,0,0,0,0,0,0,0,1,5,7,12,32
2016,NATURAL,700,12,20,9,49,19,64,111,39,30,23,41,17,11
2016,NATURAL,1,12,11,10,5,14,6,7,11,4,2,11,7,24
2016,NATURAL,200,24,0,6,0,7,0,1,16,0,0,1,0,0
2016,SWEET,750,12,3,1,4,2,4,5,1,12,8,8,4,13
2016,SALTED,750,12,3,2,1,3,18,12,0,7,2,2,2,4
2016,SPICY,750,12,0,0,0,0,0,0,0,0,0,5,1,18
2016,NATURAL,700,12,38,15,20,7,24,13,20,18,10,17,11,33
2016,NATURAL,1,12,1,4,6,2,20,16,5,5,33,33,48,5
